id_diagnozy,nazwa,opis
1179,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
1180,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
1181,Astma,"Przebieg łagodny, leczenie objawowe."
1182,Zapalenie zatok,Konieczność obserwacji w warunkach domowych.
1183,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
1184,Borelioza,Zalecane leczenie farmakologiczne.
1185,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
1186,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
1187,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
1188,Grypa,Zalecana zmiana stylu życia i diety.
1189,Angina,Konieczność obserwacji w warunkach domowych.
1190,Zespół napięcia przedmiesiączkowego,"Przebieg łagodny, leczenie objawowe."
1191,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
1192,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
1193,Zespół jelita drażliwego,Wskazane badania kontrolne za 2 tygodnie.
1194,Borelioza,Stosować leki zgodnie z zaleceniami.
1195,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
1196,Borelioza,Zalecana konsultacja specjalistyczna.
1197,Zapalenie ucha środkowego,Konieczność obserwacji w warunkach domowych.
1198,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
1199,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
1200,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
1201,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
1202,Zapalenie gardła,Zalecane leczenie farmakologiczne.
1203,Reumatoidalne zapalenie stawów,Wymaga dalszej diagnostyki.
1204,Anemia,Wymaga dalszej diagnostyki.
1205,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
1206,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
1207,Anemia,Wymaga dalszej diagnostyki.
1208,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
1209,Grypa,Stosować leki zgodnie z zaleceniami.
1210,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
1211,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
1212,Migrena,Zalecana zmiana stylu życia i diety.
1213,Zapalenie gardła,Zalecane leczenie farmakologiczne.
1214,Reumatoidalne zapalenie stawów,"Przebieg łagodny, leczenie objawowe."
1215,Nadciśnienie,Zalecana konsultacja specjalistyczna.
1216,Nadciśnienie,Wymaga dalszej diagnostyki.
1217,Grypa,Wskazane badania kontrolne za 2 tygodnie.
1218,Depresja,"Przebieg łagodny, leczenie objawowe."
1219,Astma,Wymaga dalszej diagnostyki.
1220,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
1221,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
1222,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
1223,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1224,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
1225,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
1226,Alergia sezonowa,Leczenie szpitalne nie jest wymagane.
1227,Grypa,Wymaga dalszej diagnostyki.
1228,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
1229,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
1230,Egzema,Wymaga dalszej diagnostyki.
1231,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
1232,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
1233,Depresja,Zalecana konsultacja specjalistyczna.
1234,Niedoczynność tarczycy,Zalecana zmiana stylu życia i diety.
1235,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
1236,Zapalenie spojówek,Leczenie szpitalne nie jest wymagane.
1237,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
1238,Zapalenie wątroby typu A,Konieczność obserwacji w warunkach domowych.
1239,Zapalenie ucha środkowego,"Przebieg łagodny, leczenie objawowe."
1240,Grypa,Konieczność obserwacji w warunkach domowych.
1241,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
1242,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
1243,Cukrzyca typu 2,"Ryzyko nawrotu choroby, zachować ostrożność."
1244,Zapalenie ucha środkowego,Zalecane leczenie farmakologiczne.
1245,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
1246,Zawał serca,Zalecane leczenie farmakologiczne.
1247,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
1248,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
1249,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
1250,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
1251,Zawał serca,Stosować leki zgodnie z zaleceniami.
1252,Nowotwór płuc,Stosować leki zgodnie z zaleceniami.
1253,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
1254,Atopowe zapalenie skóry,Stosować leki zgodnie z zaleceniami.
1255,Egzema,"Przebieg łagodny, leczenie objawowe."
1256,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
1257,Zapalenie ucha środkowego,Wskazane badania kontrolne za 2 tygodnie.
1258,Nowotwór piersi,"Ryzyko nawrotu choroby, zachować ostrożność."
1259,Kamica nerkowa,Wskazane badania kontrolne za 2 tygodnie.
1260,Nowotwór piersi,"Ryzyko nawrotu choroby, zachować ostrożność."
1261,Zawał serca,Zalecana konsultacja specjalistyczna.
1262,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
1263,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
1264,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
1265,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
1266,Niedoczynność tarczycy,Stosować leki zgodnie z zaleceniami.
1267,Grypa,Wskazane badania kontrolne za 2 tygodnie.
1268,Alergia sezonowa,Zalecana konsultacja specjalistyczna.
1269,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
1270,Migrena,Zalecane leczenie farmakologiczne.
1271,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
1272,Osteoporoza,Konieczność obserwacji w warunkach domowych.
1273,Borelioza,"Przebieg łagodny, leczenie objawowe."
1274,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
1275,Niedoczynność tarczycy,Zalecana konsultacja specjalistyczna.
1276,Zapalenie zatok,Leczenie szpitalne nie jest wymagane.
1277,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
1278,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
1279,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1280,Zapalenie wątroby typu A,Zalecana konsultacja specjalistyczna.
1281,Atopowe zapalenie skóry,Zalecane leczenie farmakologiczne.
1282,Zapalenie ucha środkowego,Wymaga dalszej diagnostyki.
1283,Cukrzyca typu 2,Stosować leki zgodnie z zaleceniami.
1284,Nowotwór płuc,Zalecana zmiana stylu życia i diety.
1285,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
1286,Anemia,Leczenie szpitalne nie jest wymagane.
1287,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
1288,Zapalenie spojówek,"Ryzyko nawrotu choroby, zachować ostrożność."
1289,Grypa,Konieczność obserwacji w warunkach domowych.
1290,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
1291,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
1292,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
1293,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
1294,Reumatoidalne zapalenie stawów,Leczenie szpitalne nie jest wymagane.
1295,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
1296,Zapalenie płuc,Zalecana konsultacja specjalistyczna.
1297,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
1298,Nowotwór płuc,Wymaga dalszej diagnostyki.
1299,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
1300,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
1301,Anemia,"Przebieg łagodny, leczenie objawowe."
1302,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
1303,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1304,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
1305,Borelioza,Zalecana zmiana stylu życia i diety.
1306,Borelioza,"Przebieg łagodny, leczenie objawowe."
1307,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
1308,Depresja,Zalecana zmiana stylu życia i diety.
1309,Anemia,"Przebieg łagodny, leczenie objawowe."
1310,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
1311,Nowotwór płuc,Zalecane leczenie farmakologiczne.
1312,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
1313,Migrena,Wskazane badania kontrolne za 2 tygodnie.
1314,Osteoporoza,Zalecana zmiana stylu życia i diety.
1315,Kamica nerkowa,Wymaga dalszej diagnostyki.
1316,Atopowe zapalenie skóry,"Ryzyko nawrotu choroby, zachować ostrożność."
1317,Zespół jelita drażliwego,Wymaga dalszej diagnostyki.
1318,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
1319,Egzema,Konieczność obserwacji w warunkach domowych.
1320,Osteoporoza,Stosować leki zgodnie z zaleceniami.
1321,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
1322,Anemia,"Przebieg łagodny, leczenie objawowe."
1323,Grypa,Stosować leki zgodnie z zaleceniami.
1324,Zapalenie ucha środkowego,Zalecana zmiana stylu życia i diety.
1325,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
1326,Osteoporoza,Konieczność obserwacji w warunkach domowych.
1327,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1328,Kamica nerkowa,Zalecana zmiana stylu życia i diety.
1329,Egzema,"Przebieg łagodny, leczenie objawowe."
1330,Zapalenie gardła,Konieczność obserwacji w warunkach domowych.
1331,Astma,"Przebieg łagodny, leczenie objawowe."
1332,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
1333,Zespół napięcia przedmiesiączkowego,Wskazane badania kontrolne za 2 tygodnie.
1334,Grypa,Konieczność obserwacji w warunkach domowych.
1335,Choroba wieńcowa,"Przebieg łagodny, leczenie objawowe."
1336,Osteoporoza,Konieczność obserwacji w warunkach domowych.
1337,Angina,Zalecane leczenie farmakologiczne.
1338,Zapalenie spojówek,Wymaga dalszej diagnostyki.
1339,Zapalenie płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
1340,Osteoporoza,"Ryzyko nawrotu choroby, zachować ostrożność."
1341,Zespół napięcia przedmiesiączkowego,Leczenie szpitalne nie jest wymagane.
1342,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
1343,Zawał serca,Stosować leki zgodnie z zaleceniami.
1344,Migrena,Konieczność obserwacji w warunkach domowych.
1345,Nowotwór piersi,Konieczność obserwacji w warunkach domowych.
1346,Egzema,Zalecana zmiana stylu życia i diety.
1347,Nowotwór piersi,Konieczność obserwacji w warunkach domowych.
1348,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
1349,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
1350,Angina,Wymaga dalszej diagnostyki.
1351,Astma,Stosować leki zgodnie z zaleceniami.
1352,Nowotwór płuc,Stosować leki zgodnie z zaleceniami.
1353,Osteoporoza,Stosować leki zgodnie z zaleceniami.
1354,Zespół napięcia przedmiesiączkowego,Leczenie szpitalne nie jest wymagane.
1355,Angina,Wskazane badania kontrolne za 2 tygodnie.
1356,Kamica nerkowa,Wskazane badania kontrolne za 2 tygodnie.
1357,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
1358,Zapalenie oskrzeli,Konieczność obserwacji w warunkach domowych.
1359,Kamica nerkowa,Zalecana zmiana stylu życia i diety.
1360,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
1361,Astma,Zalecana konsultacja specjalistyczna.
1362,Atopowe zapalenie skóry,Wymaga dalszej diagnostyki.
1363,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
1364,Osteoporoza,Wymaga dalszej diagnostyki.
1365,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
1366,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
1367,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
1368,Nadciśnienie,Wskazane badania kontrolne za 2 tygodnie.
1369,Borelioza,Wymaga dalszej diagnostyki.
1370,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
1371,Astma,Leczenie szpitalne nie jest wymagane.
1372,Zapalenie spojówek,Wskazane badania kontrolne za 2 tygodnie.
1373,Osteoporoza,Leczenie szpitalne nie jest wymagane.
1374,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
1375,Zawał serca,Zalecana konsultacja specjalistyczna.
1376,Zapalenie gardła,Konieczność obserwacji w warunkach domowych.
1377,Depresja,"Przebieg łagodny, leczenie objawowe."
1378,Astma,Leczenie szpitalne nie jest wymagane.
1379,Angina,Zalecane leczenie farmakologiczne.
1380,Depresja,"Ryzyko nawrotu choroby, zachować ostrożność."
1381,Zapalenie oskrzeli,Zalecane leczenie farmakologiczne.
1382,Depresja,"Przebieg łagodny, leczenie objawowe."
1383,Osteoporoza,Zalecana konsultacja specjalistyczna.
1384,Kamica nerkowa,Stosować leki zgodnie z zaleceniami.
1385,Zespół napięcia przedmiesiączkowego,Wskazane badania kontrolne za 2 tygodnie.
1386,Angina,Leczenie szpitalne nie jest wymagane.
1387,Choroba refluksowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1388,Angina,Wskazane badania kontrolne za 2 tygodnie.
1389,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
1390,Egzema,Zalecana zmiana stylu życia i diety.
1391,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
1392,Depresja,Zalecana zmiana stylu życia i diety.
1393,Atopowe zapalenie skóry,Zalecane leczenie farmakologiczne.
1394,Zapalenie ucha środkowego,Wymaga dalszej diagnostyki.
1395,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
1396,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
1397,COVID-19,Zalecana konsultacja specjalistyczna.
1398,Grypa,Zalecana zmiana stylu życia i diety.
1399,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
1400,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
1401,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
1402,Egzema,Zalecana zmiana stylu życia i diety.
1403,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
1404,Egzema,Stosować leki zgodnie z zaleceniami.
1405,Choroba wieńcowa,Wskazane badania kontrolne za 2 tygodnie.
1406,Zapalenie gardła,Konieczność obserwacji w warunkach domowych.
1407,Zawał serca,Zalecane leczenie farmakologiczne.
1408,Zawał serca,Zalecana zmiana stylu życia i diety.
1409,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
1410,Alergia sezonowa,Wymaga dalszej diagnostyki.
1411,Zapalenie oskrzeli,Wskazane badania kontrolne za 2 tygodnie.
1412,Migrena,"Przebieg łagodny, leczenie objawowe."
1413,Egzema,Zalecana zmiana stylu życia i diety.
1414,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
1415,Zapalenie zatok,Stosować leki zgodnie z zaleceniami.
1416,Nowotwór piersi,Zalecane leczenie farmakologiczne.
1417,Depresja,Zalecana zmiana stylu życia i diety.
1418,Choroba wieńcowa,"Przebieg łagodny, leczenie objawowe."
1419,Angina,Konieczność obserwacji w warunkach domowych.
1420,Grypa,"Przebieg łagodny, leczenie objawowe."
1421,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
1422,COVID-19,"Ryzyko nawrotu choroby, zachować ostrożność."
1423,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
1424,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
1425,Zapalenie pęcherza,"Ryzyko nawrotu choroby, zachować ostrożność."
1426,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
1427,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
1428,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
1429,Migrena,Zalecane leczenie farmakologiczne.
1430,Angina,Zalecana zmiana stylu życia i diety.
1431,Astma,Zalecane leczenie farmakologiczne.
1432,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
1433,Zapalenie zatok,"Ryzyko nawrotu choroby, zachować ostrożność."
1434,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
1435,Zapalenie pęcherza,Wymaga dalszej diagnostyki.
1436,Astma,Stosować leki zgodnie z zaleceniami.
1437,COVID-19,"Przebieg łagodny, leczenie objawowe."
1438,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
1439,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
1440,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
1441,Zapalenie zatok,Zalecane leczenie farmakologiczne.
1442,Zapalenie gardła,Konieczność obserwacji w warunkach domowych.
1443,Osteoporoza,Konieczność obserwacji w warunkach domowych.
1444,Nowotwór piersi,"Przebieg łagodny, leczenie objawowe."
1445,Zapalenie gardła,Zalecane leczenie farmakologiczne.
1446,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
1447,Grypa,Wymaga dalszej diagnostyki.
1448,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
1449,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
1450,Zespół jelita drażliwego,Konieczność obserwacji w warunkach domowych.
1451,Angina,Zalecana zmiana stylu życia i diety.
1452,Nowotwór płuc,Wymaga dalszej diagnostyki.
1453,Osteoporoza,"Przebieg łagodny, leczenie objawowe."
1454,Cukrzyca typu 2,Wskazane badania kontrolne za 2 tygodnie.
1455,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
1456,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
1457,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
1458,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
1459,Grypa,Zalecana zmiana stylu życia i diety.
1460,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
1461,Zespół jelita drażliwego,Konieczność obserwacji w warunkach domowych.
1462,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
1463,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
1464,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
1465,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
1466,Grypa,Zalecane leczenie farmakologiczne.
1467,Zapalenie wątroby typu A,Leczenie szpitalne nie jest wymagane.
1468,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
1469,Astma,Konieczność obserwacji w warunkach domowych.
1470,Zapalenie płuc,Wymaga dalszej diagnostyki.
1471,Zapalenie płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
1472,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
1473,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
1474,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
1475,Osteoporoza,Stosować leki zgodnie z zaleceniami.
1476,Zapalenie ucha środkowego,Wskazane badania kontrolne za 2 tygodnie.
1477,Alergia sezonowa,Zalecana zmiana stylu życia i diety.
1478,Niedoczynność tarczycy,Stosować leki zgodnie z zaleceniami.
1479,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
1480,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
1481,Atopowe zapalenie skóry,Leczenie szpitalne nie jest wymagane.
1482,Zapalenie spojówek,Stosować leki zgodnie z zaleceniami.
1483,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
1484,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
1485,Borelioza,Stosować leki zgodnie z zaleceniami.
1486,Nowotwór piersi,"Ryzyko nawrotu choroby, zachować ostrożność."
1487,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
1488,Borelioza,Leczenie szpitalne nie jest wymagane.
